Parcel,Year,Land_Assessment,Improvement_Assessment,Total_Assessment
70820116030,2019,133300,0,133300
70820116048,2019,117000,0,117000
70820116056,2019,127200,0,127200
70820117012,2019,147300,0,147300
70820117020,2019,120600,0,120600
70820117038,2019,100,0,100
70820118060,2019,100,0,100
70820118086,2019,100,0,100
70821100967,2019,69500,72500,142000
70821101014,2019,120000,312000,432000
70821101022,2019,117000,333000,450000
70821101030,2019,116400,335700,452100
70821102012,2019,116000,336300,452300
70821102020,2019,116900,334100,451000
70821102038,2019,117500,317500,435000
70821103010,2019,119700,316300,436000
70821103028,2019,118500,317500,436000
70821103036,2019,118600,314400,433000
70821104018,2019,120500,296100,416600
70821104026,2019,129200,279800,409000
70821104034,2019,111100,359900,471000
70821105016,2019,120500,314500,435000
70821105024,2019,120500,281500,402000
70821105032,2019,123900,328100,452000
70821105040,2019,120500,329500,450000
70821105058,2019,121100,367600,488700
70821105066,2019,120500,295000,415500
70821105074,2019,120100,308500,428600
70821108060,2019,117000,285700,402700
70821108078,2019,119700,308700,428400
70821108086,2019,113500,286500,400000
70821108094,2019,121100,343900,465000
70821108101,2019,134600,275700,410300
70821108119,2019,132900,310600,443500
70821108127,2019,132900,265100,398000
70821108135,2019,147300,262400,409700
70821108143,2019,113000,342500,455500
70821108151,2019,113500,392600,506100
70821108169,2019,113500,303500,417000
70821108177,2019,107500,277400,384900
70821108185,2019,116900,288100,405000
70821108193,2019,107000,283000,390000
70821108200,2019,107000,261600,368600
70821108218,2019,119400,283000,402400
70821108226,2019,118200,281400,399600
70821108234,2019,117500,258500,376000
70821109018,2019,120100,286700,406800
70821109026,2019,110900,274100,385000
70821109034,2019,109700,265500,375200
70821109042,2019,109700,325300,435000
70821109050,2019,109700,295400,405100
70821109068,2019,109700,297500,407200
70821109076,2019,110300,288800,399100
70821109084,2019,110300,294700,405000
70821109092,2019,108100,265500,373600
70821109109,2019,90200,283800,374000
70821109117,2019,111800,312300,424100
70821109125,2019,111800,297700,409500
70821109133,2019,113500,301500,415000
70821109141,2019,121300,305600,426900
70821109159,2019,112200,274900,387100
70821109167,2019,115600,263400,379000
70821109175,2019,97100,373900,471000
70821110015,2019,118800,282200,401000
70821110023,2019,111200,348700,459900
70821110031,2019,112900,366600,479500
70821110049,2019,120000,300900,420900
70821110057,2019,117500,325300,442800
70821110065,2019,96600,346100,442700
70821110073,2019,116000,296000,412000
70821110081,2019,119400,280400,399800
70821110099,2019,112600,302400,415000
70821110106,2019,113700,314500,428200
70821110114,2019,111800,266200,378000
70821110122,2019,115600,356000,471600
70821110130,2019,115000,249800,364800
70821110148,2019,106900,323100,430000
70821110156,2019,111700,291000,402700
70821110164,2019,118700,305200,423900
70821110172,2019,111200,247600,358800
70821110180,2019,113200,352400,465600
70821110198,2019,112100,357700,469800
70821110205,2019,117200,317300,434500
70821110213,2019,111700,247800,359500
70821110221,2019,137200,263800,401000
70821110239,2019,117200,344500,461700
70821110247,2019,138000,361000,499000
70821110255,2019,115300,369700,485000
70821110263,2019,124600,313400,438000
70821110271,2019,113500,269500,383000
70821111013,2019,118800,318700,437500
70821111021,2019,111700,356300,468000
70821111039,2019,111800,309200,421000
70821111047,2019,112600,306400,419000
70821111055,2019,122900,275900,398800
70821111063,2019,111800,296200,408000
70821111071,2019,111800,267200,379000
70821111089,2019,114700,312200,426900
70821111097,2019,117000,289000,406000
70821111104,2019,120500,315500,436000
70821111112,2019,112100,257100,369200
70821111120,2019,112100,274400,386500
70821111138,2019,112100,324400,436500
70821111146,2019,112100,272700,384800
70821111154,2019,111000,351600,462600
70821111162,2019,114700,297600,412300
70821112011,2019,117500,331900,449400
70821112029,2019,112500,316000,428500
70821112037,2019,112500,335500,448000
70821112045,2019,112600,312400,425000
70821112053,2019,112600,354300,466900
70821112061,2019,112600,327900,440500
70821112079,2019,112600,347400,460000
70821112087,2019,116300,304900,421200
70821112095,2019,120300,329700,450000
70821112102,2019,115000,329500,444500
70821112110,2019,115000,342000,457000
70821112128,2019,114600,324400,439000
70821112136,2019,115000,311000,426000
70821112144,2019,115000,305000,420000
70821112152,2019,115000,302000,417000
70821112160,2019,120500,249300,369800
70821113019,2019,130200,81800,212000
70821113027,2019,110400,256300,366700
70821113035,2019,99700,298300,398000
70821202028,2019,108000,437500,545500
70821202036,2019,109000,330500,439500
70821202044,2019,113000,440400,553400
70821202052,2019,117000,388300,505300
70821202060,2019,122000,480300,602300
70821202078,2019,140000,381000,521000
70821202086,2019,118000,448300,566300
70821202094,2019,118000,405000,523000
70821202101,2019,145000,320000,465000
70821202119,2019,135000,560000,695000
70821202127,2019,155000,337000,492000
70821202143,2019,158000,400000,558000
70821202151,2019,162000,418000,580000
70821202169,2019,163000,0,163000
70821202177,2019,158000,366500,524500
70821202185,2019,158000,218000,376000
70821202193,2019,140000,0,140000
70821203018,2019,97000,289200,386200
70821203026,2019,98000,324800,422800
70821203034,2019,98000,369300,467300
70821203042,2019,97000,312900,409900
70821203050,2019,111000,261600,372600
70821203068,2019,104000,355000,459000
70821203076,2019,104000,307600,411600
70821203084,2019,98000,352000,450000
70821203092,2019,108000,328000,436000
70821203109,2019,108000,341100,449100
70821203117,2019,98000,275700,373700
70821203125,2019,102000,294900,396900
70821203133,2019,110000,269700,379700
70821203141,2019,112000,387600,499600
70821204016,2019,116000,396100,512100
70821204024,2019,111000,433000,544000
70821204032,2019,106000,395700,501700
70821204040,2019,98000,377200,475200
70821204058,2019,99000,302400,401400
70821204066,2019,98000,330000,428000
70821204074,2019,99000,348100,447100
70821204082,2019,99000,361500,460500
70821204090,2019,104000,290300,394300
70821204107,2019,122200,342800,465000
70821204115,2019,127000,388000,515000
70821204131,2019,160000,348600,508600
70821204149,2019,160000,327000,487000
70821204157,2019,170000,355000,525000
70821204165,2019,168000,350000,518000
70821204173,2019,160000,378000,538000
70821204181,2019,165000,301300,466300
70821204199,2019,150400,359600,510000
70821204206,2019,152900,345100,498000
70821205014,2019,96000,284000,380000
70821205022,2019,98000,282000,380000
70821205030,2019,98000,282000,380000
70821205048,2019,98000,279000,377000
70821205056,2019,96000,323600,419600
70821205064,2019,96000,291500,387500
70821205072,2019,98000,273600,371600
70821205080,2019,98000,295900,393900
70821205098,2019,96000,319900,415900
70821206012,2019,104000,315000,419000
70821206020,2019,100000,396500,496500
70821206038,2019,100000,368900,468900
70821206046,2019,100000,305000,405000
70821206054,2019,106000,294000,400000
70821206062,2019,110000,430000,540000
70821206070,2019,110000,385000,495000
70821206088,2019,108000,302000,410000
70821206096,2019,135000,340000,475000
70821207010,2019,106000,289500,395500
70821207028,2019,106000,354400,460400
70821207036,2019,136000,350500,486500
70821207044,2019,133000,324200,457200
70821207052,2019,136900,306100,443000
70821207060,2019,126000,424000,550000
70821207078,2019,126000,306400,432400
70821207086,2019,125000,336800,461800
70821207094,2019,125000,287100,412100
70821209016,2019,120000,345900,465900
70821209024,2019,123000,345000,468000
70821209032,2019,120000,450400,570400
70821209040,2019,142000,470000,612000
70821210021,2019,133900,342400,476300
70821210039,2019,134000,275000,409000
70821210055,2019,121000,317300,438300
70821210063,2019,130000,298000,428000
70821210071,2019,128000,327800,455800
70821210097,2019,136000,365100,501100
70821211011,2019,123000,288000,411000
70821211029,2019,118000,427000,545000
70821211037,2019,108000,294000,402000
70821211045,2019,130000,330400,460400
70821212019,2019,137500,412500,550000
70821212027,2019,110000,320000,430000
70821212035,2019,119500,334500,454000
70821212043,2019,110100,340000,450100
70821212069,2019,107000,323000,430000
70821212077,2019,110000,339900,449900
70821212085,2019,137500,340500,478000
70821212168,2019,100,0,100
70821213017,2019,128000,330800,458800
70821213025,2019,126500,313500,440000
70821213041,2019,115500,340500,456000
70821213059,2019,118500,352500,471000
70821213067,2019,120000,417400,537400
70821213083,2019,100,0,100
70821213091,2019,100,0,100
70821213108,2019,100,0,100
70821213132,2019,100,0,100
70821213140,2019,100,0,100
70821213182,2019,100,0,100
70821214015,2019,115000,346100,461100
70821214023,2019,115000,321000,436000
70821214031,2019,119000,370800,489800
70821214049,2019,100,0,100
70821214057,2019,100,0,100
70821214065,2019,100,0,100
70821214073,2019,100,0,100
70821214081,2019,123000,320000,443000
70821214099,2019,138900,341100,480000
70821214122,2019,135000,347300,482300
70821214130,2019,135000,364900,499900
70821214148,2019,135000,380000,515000
70821214156,2019,138000,271000,409000
70821215013,2019,125000,376500,501500
70821215021,2019,135000,292900,427900
70821215047,2019,143000,316900,459900
70821215055,2019,163000,77000,240000
70821215063,2019,155000,412800,567800
70821215071,2019,140000,0,140000
70821215089,2019,136000,32500,168500
70821215097,2019,129000,96000,225000
70821215104,2019,161000,322300,483300
70821215120,2019,100,0,100
70821401068,2019,113300,392300,505600
70821401076,2019,113300,381000,494300
70821401084,2019,113300,399300,512600
70821402024,2019,116400,326000,442400
70821402032,2019,116400,319700,436100
70821402040,2019,116400,379500,495900
70821402058,2019,116400,323600,440000
70821402066,2019,116400,317100,433500
70821402074,2019,116400,332000,448400
70821402107,2019,106300,381000,487300
70821402115,2019,106300,301700,408000
70821402123,2019,106300,319800,426100
70821402131,2019,113300,395500,508800
70821402149,2019,106300,363600,469900
70821402157,2019,106300,340400,446700
70821402173,2019,102100,320800,422900
70821402181,2019,102300,352200,454500
70821402199,2019,111000,359000,470000
70821402206,2019,110900,254700,365600
70821402214,2019,102300,282700,385000
70821402222,2019,102100,319100,421200
70821403014,2019,104400,370100,474500
70821403022,2019,104500,367000,471500
70821403030,2019,104500,342300,446800
70821403048,2019,104500,320000,424500
70821403056,2019,104500,338700,443200
70821403064,2019,104500,346600,451100
70821403098,2019,107300,354600,461900
70821403105,2019,107300,365500,472800
70821403113,2019,114200,310000,424200
70821403121,2019,114200,334200,448400
70821403139,2019,114200,342000,456200
70821403147,2019,113600,291900,405500
70821403155,2019,102100,349800,451900
70821403163,2019,102400,341200,443600
70821403171,2019,111000,375600,486600
70821404012,2019,105800,418200,524000
70821404038,2019,109000,377500,486500
70821404046,2019,104700,423300,528000
70821404054,2019,104700,398800,503500
70821404070,2019,108000,327000,435000
70821404103,2019,108000,412600,520600
70821404111,2019,108000,367100,475100
70821404129,2019,121600,378000,499600
70821404137,2019,114300,456700,571000
70821404145,2019,114300,435000,549300
70821404153,2019,114300,418600,532900
70821404161,2019,114300,339400,453700
70821404179,2019,114200,350400,464600
70821405010,2019,102700,337700,440400
70821405028,2019,91900,336600,428500
70821405036,2019,88300,308900,397200
70821405044,2019,90600,290800,381400
70821405052,2019,89300,354600,443900
70821405060,2019,89000,331500,420500
70821405078,2019,89500,299600,389100
70821405086,2019,91100,244500,335600
70821405094,2019,91900,321200,413100
70821405101,2019,91900,299500,391400
70821405119,2019,105600,273500,379100
70821406125,2019,100300,328000,428300
70821406133,2019,90900,309800,400700
70821406141,2019,90900,320400,411300
70821406159,2019,91700,321200,412900
70821406167,2019,82700,297300,380000
70821406175,2019,92600,337300,429900
70821406183,2019,92200,325700,417900
70821406191,2019,88200,285800,374000
70821406208,2019,77200,290900,368100
70821406216,2019,90400,291900,382300
70821406224,2019,102500,296200,398700
70821407016,2019,115600,288600,404200
70821407024,2019,97600,353300,450900
70821407032,2019,98200,363100,461300
70821407040,2019,92900,337500,430400
70821407058,2019,99200,403000,502200
70821407066,2019,100300,0,100300
70821407090,2019,99200,365700,464900
70821407107,2019,99900,286100,386000
70821408155,2019,110000,360200,470200
70821408163,2019,105800,366100,471900
70821408171,2019,107000,328200,435200
70821408189,2019,107000,378100,485100
70821408197,2019,107000,359800,466800
70821408204,2019,105800,310300,416100
70821408212,2019,108000,284400,392400
70821408220,2019,107000,367000,474000
70821408238,2019,110000,366700,476700
70821408246,2019,105800,328200,434000
70821408254,2019,110000,361700,471700
70821408262,2019,105800,395800,501600
70821408270,2019,105800,395300,501100
70821408288,2019,105800,354100,459900
70821410043,2019,103700,321900,425600
70821410051,2019,101400,387600,489000
70821410069,2019,101400,358500,459900
70821410077,2019,101400,352700,454100
70821410085,2019,101400,380600,482000
70821410093,2019,101400,0,101400
70821410100,2019,101400,344300,445700
70821410134,2019,107000,341000,448000
70821410176,2019,98900,0,98900
70821410184,2019,98900,352100,451000
70821410192,2019,98900,385600,484500
70821410209,2019,98900,385500,484400
70821410217,2019,98900,376100,475000
70821410225,2019,110500,327700,438200
70821410233,2019,101400,329400,430800
70821411033,2019,100300,419100,519400
70821411041,2019,100300,413800,514100
70821411059,2019,104300,410700,515000
70821411067,2019,100300,381700,482000
70821411083,2019,100300,425400,525700
70821411108,2019,101400,343600,445000
70821411116,2019,97500,283600,381100
70821411124,2019,97000,325300,422300
70821411132,2019,79200,395200,474400
70821411140,2019,97500,323500,421000
70821411158,2019,97500,317700,415200
70821411166,2019,103100,289100,392200
70822102037,2019,99700,235000,334700
70822102045,2019,90800,218500,309300
70822102053,2019,89400,267100,356500
70822102061,2019,90800,243600,334400
70822102079,2019,90800,220900,311700
70822102087,2019,90800,220600,311400
70822102095,2019,90800,278700,369500
70822102102,2019,89700,240000,329700
70822102110,2019,100100,219700,319800
70822102128,2019,100100,305800,405900
70822102136,2019,109800,283700,393500
70822102144,2019,109800,319100,428900
70822102152,2019,109800,327600,437400
70822102160,2019,118000,309700,427700
70822102178,2019,146400,328900,475300
70822102186,2019,132300,241000,373300
70822102194,2019,116400,300500,416900
70822102201,2019,111000,234100,345100
70822102219,2019,139300,324100,463400
70822102227,2019,146400,313500,459900
70822102235,2019,122700,335900,458600
70822102243,2019,109800,194200,304000
70822102251,2019,109800,270700,380500
70822102269,2019,109800,209300,319100
70822102277,2019,109800,274100,383900
70822102285,2019,113500,232000,345500
70822102293,2019,111200,241000,352200
70822102300,2019,101900,249900,351800
70822102318,2019,101900,235500,337400
70822102326,2019,109000,302200,411200
70822102334,2019,112500,222600,335100
70822102342,2019,112500,244600,357100
70822102350,2019,112500,187500,300000
70822102368,2019,101900,240700,342600
70822103019,2019,109300,229500,338800
70822103027,2019,109800,258800,368600
70822103035,2019,99700,281900,381600
70822103043,2019,109700,312200,421900
70822103051,2019,109700,281700,391400
70822103069,2019,99700,380400,480100
70822103077,2019,109800,250200,360000
70822103085,2019,109800,272500,382300
70822103093,2019,109800,218100,327900
70822103100,2019,109800,263900,373700
70822103118,2019,109800,318100,427900
70822103126,2019,96800,220100,316900
70822104017,2019,134100,216900,351000
70822104025,2019,129000,304000,433000
70822104033,2019,129000,246600,375600
70822104041,2019,113600,282800,396400
70822104059,2019,129000,278600,407600
70822104067,2019,129400,265600,395000
70822104075,2019,129400,282000,411400
70822105023,2019,108500,296800,405300
70822105031,2019,98300,291800,390100
70822105049,2019,98300,285600,383900
70822105057,2019,112000,306700,418700
70822105065,2019,112000,282400,394400
70822105073,2019,116400,252100,368500
70822105081,2019,116400,256700,373100
70822105099,2019,116400,323900,440300
70822105106,2019,111200,300200,411400
70822105114,2019,116300,274200,390500
70822105122,2019,111200,313200,424400
70822105130,2019,115900,274100,390000
70822105148,2019,100100,252500,352600
70822105156,2019,111000,253200,364200
70822105164,2019,111000,316700,427700
70822105172,2019,58000,176000,234000
70822105180,2019,51500,204700,256200
70822105198,2019,47400,182900,230300
70822105205,2019,58700,167300,226000
70822105213,2019,48200,143400,191600
70822105221,2019,58700,153200,211900
70822105239,2019,48200,176800,225000
70822105247,2019,60800,156700,217500
70822105255,2019,48200,188900,237100
70822105263,2019,55200,184800,240000
70822106013,2019,51700,157200,208900
70822106039,2019,54200,185800,240000
70822106047,2019,49900,176100,226000
70822106055,2019,49000,192000,241000
70822106071,2019,52600,207400,260000
70822106089,2019,49900,171700,221600
70822106097,2019,52100,180400,232500
70822106104,2019,52100,182100,234200
70822106112,2019,52100,162700,214800
70822106120,2019,49900,210100,260000
70822106138,2019,52100,165300,217400
70822106146,2019,54200,178300,232500
70822106154,2019,52100,160000,212100
70822106162,2019,48700,179400,228100
70822106170,2019,52100,156500,208600
70822106188,2019,52100,173900,226000
70822106196,2019,52800,184500,237300
70822106211,2019,48700,180400,229100
70822106229,2019,52100,157800,209900
70822106237,2019,48700,169700,218400
70822107011,2019,51000,191100,242100
70822107029,2019,47800,147200,195000
70822107037,2019,52600,190100,242700
70822107045,2019,56700,147900,204600
70822107053,2019,59600,164300,223900
70822107061,2019,58000,150900,208900
70822107079,2019,53700,179400,233100
70822107087,2019,52900,162400,215300
70822107095,2019,47800,176800,224600
70822107102,2019,51400,157500,208900
70822107128,2019,47800,182800,230600
70822107136,2019,51400,182100,233500
70822107144,2019,47800,170700,218500
70822107152,2019,51400,154900,206300
70822107160,2019,47800,176800,224600
70822107178,2019,51400,168200,219600
70822107186,2019,47800,186400,234200
70822107194,2019,50300,174700,225000
70822108019,2019,48700,178400,227100
70822108027,2019,51500,171300,222800
70822108035,2019,49000,174500,223500
70822108043,2019,51500,168100,219600
70822108051,2019,49000,181600,230600
70822108069,2019,51500,166900,218400
70822108077,2019,49000,170600,219600
70822108085,2019,50300,165700,216000
70822109025,2019,47400,173600,221000
70822109033,2019,51100,166300,217400
70822109041,2019,51500,170100,221600
70822109059,2019,50300,167600,217900
70822109067,2019,51400,147400,198800
70822109075,2019,58500,158700,217200
70822109083,2019,55500,162700,218200
70822109091,2019,48700,176600,225300
70822109108,2019,48700,153200,201900
70822109116,2019,51000,160000,211000
70822109124,2019,57800,154200,212000
70822110014,2019,60500,158200,218700
70822110030,2019,53500,155400,208900
70822110048,2019,49900,184700,234600
70822110056,2019,48700,161200,209900
70822110064,2019,33700,179900,213600
70822110072,2019,51000,173100,224100
70822110080,2019,47800,179800,227600
70822110098,2019,47800,167500,215300
70822110105,2019,53900,196100,250000
70822110113,2019,55500,166500,222000
70822110121,2019,47800,185300,233100
70822110139,2019,48200,184600,232800
70822110147,2019,58600,166000,224600
70822111012,2019,94500,193100,287600
70822111020,2019,92500,244800,337300
70822111038,2019,86000,214900,300900
70822111046,2019,77600,227800,305400
70822111054,2019,74900,220500,295400
70822111062,2019,74900,240600,315500
70822111070,2019,74900,198000,272900
70822111088,2019,74900,206900,281800
70822111096,2019,74900,244100,319000
70822111103,2019,74900,257600,332500
70822111111,2019,74900,285100,360000
70822111129,2019,74400,252000,326400
70822111137,2019,84300,227400,311700
70822201011,2019,77000,214000,291000
70822201037,2019,528000,57000,585000
70822202019,2019,75000,216600,291600
70822203017,2019,0,0,0
70822203025,2019,0,0,0
70822203033,2019,0,0,0
70822204015,2019,0,0,0
70822205013,2019,0,0,0
70822205021,2019,0,0,0
70822205039,2019,0,0,0
70822205047,2019,0,0,0
70822205055,2019,0,0,0
70822205063,2019,0,0,0
70822205071,2019,0,0,0
70822205089,2019,0,0,0
70822205097,2019,0,0,0
70822205104,2019,0,0,0
70822205112,2019,0,0,0
70822206011,2019,0,0,0
70822206029,2019,0,0,0
70822206037,2019,0,0,0
70822206045,2019,0,0,0
70822206053,2019,0,0,0
70822206061,2019,0,0,0
70822206079,2019,0,0,0
70822207019,2019,0,0,0
70822208017,2019,0,0,0
70822208025,2019,0,0,0
70822208067,2019,0,0,0
70822209031,2019,103600,0,103600
70822210012,2019,0,0,0
70822210020,2019,0,0,0
70822210038,2019,0,0,0
70822210046,2019,0,0,0
70822210054,2019,0,0,0
70822210062,2019,0,0,0
70822210070,2019,0,0,0
70822210088,2019,0,0,0
70822211010,2019,0,0,0
70823101012,2019,81500,183700,265200
70823101020,2019,81400,152100,233500
70823101038,2019,81300,155800,237100
70823101046,2019,81400,153000,234400
70823101054,2019,81500,151500,233000
70823101062,2019,89400,232400,321800
70823102010,2019,86000,163200,249200
70823102028,2019,89400,230600,320000
70823102036,2019,89400,171800,261200
70823102044,2019,89400,297800,387200
70823102052,2019,89400,244900,334300
70823102060,2019,76700,292500,369200
70823102078,2019,76700,312300,389000
70823102086,2019,76700,343300,420000
70823102094,2019,76700,308300,385000
70823102101,2019,76700,326400,403100
70823102119,2019,76700,233700,310400
70823102127,2019,76700,227200,303900
70823102135,2019,76700,321600,398300
70823102143,2019,80200,324800,405000
70823102151,2019,81300,334300,415600
70823102169,2019,80200,362000,442200
70823102177,2019,80200,376100,456300
70823102185,2019,80200,355600,435800
70823102193,2019,76700,311000,387700
70823102200,2019,100700,314900,415600
70823102218,2019,85500,234800,320300
70823102226,2019,80200,317600,397800
70823102234,2019,76700,338700,415400
70823102242,2019,76700,341400,418100
70823102250,2019,77200,327200,404400
70823102268,2019,74800,366800,441600
70823102276,2019,73600,256200,329800
70823103018,2019,72500,125300,197800
70823103026,2019,79900,210700,290600
70823103034,2019,79900,157800,237700
70823103042,2019,93800,164400,258200
70823103050,2019,85600,221400,307000
70823103068,2019,86000,260500,346500
70823103076,2019,88800,236500,325300
70823103084,2019,89400,257600,347000
70823103092,2019,89400,245800,335200
70823103109,2019,89400,231000,320400
70823103117,2019,89400,237900,327300
70823103125,2019,89400,224300,313700
70823103133,2019,89400,129500,218900
70823103141,2019,89400,214000,303400
70823103159,2019,89400,251700,341100
70823103167,2019,89400,244300,333700
70823103175,2019,85400,245100,330500
70823104024,2019,76400,165500,241900
70823104032,2019,75500,153100,228600
70823104040,2019,78500,173500,252000
70823104058,2019,81400,242200,323600
70823104066,2019,89400,190200,279600
70823104074,2019,89400,184800,274200
70823104082,2019,89400,255300,344700
70823104090,2019,89400,200800,290200
70823104107,2019,90600,288400,379000
70823104115,2019,87200,204200,291400
70823104123,2019,89400,283900,373300
70823104131,2019,89000,243600,332600
70823104149,2019,89000,251000,340000
70823104157,2019,89400,227000,316400
70823104165,2019,89400,215800,305200
70823104173,2019,97400,277100,374500
70823104181,2019,94500,286900,381400
70823105014,2019,89400,217800,307200
70823105022,2019,85400,255100,340500
70823105030,2019,89400,229500,318900
70823105048,2019,89400,268700,358100
70823105056,2019,89400,238700,328100
70823105064,2019,89400,231200,320600
70823105072,2019,89000,180800,269800
70823105080,2019,89400,252600,342000
70823105098,2019,89000,193000,282000
70823105105,2019,89400,273800,363200
70823105113,2019,89400,209500,298900
70823105121,2019,89400,241200,330600
70823105139,2019,89400,207600,297000
70823106012,2019,89400,308500,397900
70823106020,2019,89400,207900,297300
70823106038,2019,89400,192100,281500
70823106046,2019,89400,204500,293900
70823106054,2019,89000,233600,322600
70823106062,2019,89400,244200,333600
70823106070,2019,89400,257200,346600
70823106088,2019,85400,239600,325000
70823106096,2019,89000,227700,316700
70823106103,2019,89400,241500,330900
70823106111,2019,89000,238500,327500
70823106129,2019,89000,249100,338100
70823106137,2019,89000,323500,412500
70823106145,2019,89400,322300,411700
70823106153,2019,89400,299600,389000
70823106161,2019,89400,362300,451700
70823107010,2019,76700,178900,255600
70823107028,2019,76700,156300,233000
70823107036,2019,76700,150300,227000
70823107044,2019,75500,126100,201600
70823107052,2019,76700,142900,219600
70823107078,2019,75500,141200,216700
70823107086,2019,75500,143600,219100
70823107094,2019,75500,226800,302300
70823107185,2019,89400,214600,304000
70823107193,2019,89400,238600,328000
70823107200,2019,89400,184400,273800
70823107218,2019,89000,211800,300800
70823107226,2019,89000,205100,294100
70823107234,2019,89400,235200,324600
70823107242,2019,90800,210000,300800
70823107250,2019,89400,213400,302800
70823107268,2019,89400,321400,410800
70823107276,2019,89400,360600,450000
70823107284,2019,89400,293000,382400
70823107292,2019,89000,309300,398300
70823107309,2019,89400,292500,381900
70823107317,2019,89400,181100,270500
70823107325,2019,89000,174600,263600
70823108018,2019,60400,250500,310900
70823108026,2019,84900,189100,274000
70823108034,2019,74800,137600,212400
70823108042,2019,79000,212800,291800
70823108050,2019,89400,160100,249500
70823108068,2019,89400,272400,361800
70823108076,2019,98500,199500,298000
70823108084,2019,107200,240600,347800
70823108092,2019,107100,311900,419000
70823108109,2019,98500,259700,358200
70823108117,2019,89400,270800,360200
70823108125,2019,89800,196200,286000
70823108133,2019,89900,159100,249000
70823108141,2019,86600,222300,308900
70823108159,2019,89400,193500,282900
70823108167,2019,89400,200900,290300
70823108175,2019,89400,211800,301200
70823108183,2019,89400,279400,368800
70823108191,2019,89000,280200,369200
70823108208,2019,98500,270800,369300
70823108216,2019,98500,242400,340900
70823108224,2019,98500,318200,416700
70823108232,2019,89400,388000,477400
70823108240,2019,89400,276800,366200
70823108258,2019,89400,229400,318800
70823108266,2019,89400,243400,332800
70823108274,2019,89000,303500,392500
70823108282,2019,89400,219200,308600
70823108290,2019,89400,315600,405000
70823108307,2019,89000,246200,335200
70823110013,2019,67900,192300,260200
70823110021,2019,89400,189800,279200
70823110039,2019,89000,300000,389000
70823110047,2019,89000,234400,323400
70823110055,2019,89400,293700,383100
70823110063,2019,89400,209300,298700
70823110071,2019,89400,215200,304600
70823110089,2019,89400,171600,261000
70823110097,2019,89400,210000,299400
70823110104,2019,89900,157100,247000
70823110112,2019,89900,188100,278000
70823110120,2019,89400,201200,290600
70823110138,2019,89400,295600,385000
70823110146,2019,89400,204700,294100
70823110154,2019,89400,338400,427800
70823110162,2019,89000,303100,392100
70823110170,2019,98500,252900,351400
70823110188,2019,104100,349000,453100
70823110196,2019,107200,276100,383300
70823110203,2019,107200,377900,485100
70823110211,2019,98500,203200,301700
70823110229,2019,89400,334700,424100
70823110237,2019,89400,246500,335900
70823110245,2019,98500,302700,401200
70823110253,2019,95200,211000,306200
70823110261,2019,89400,276500,365900
70823110279,2019,89400,218000,307400
70823110287,2019,89900,150700,240600
70823110295,2019,89800,299400,389200
70823110302,2019,89400,169400,258800
70823110310,2019,89400,220100,309500
70823110328,2019,79600,228300,307900
70823110336,2019,89900,259300,349200
70823110344,2019,89000,249700,338700
70823110352,2019,89400,304800,394200
70823110360,2019,89400,330200,419600
70823110378,2019,89400,192000,281400
70823110386,2019,89400,257800,347200
70823110394,2019,89400,286900,376300
70823110401,2019,90200,331200,421400
70823110419,2019,87600,278800,366400
70823110427,2019,89400,304200,393600
70823110435,2019,89900,228200,318100
70823110443,2019,89400,169000,258400
70823110451,2019,89000,214900,303900
70823110469,2019,89900,183300,273200
70823110477,2019,89400,191200,280600
70823111011,2019,81300,220400,301700
70823111029,2019,89400,176900,266300
70823111037,2019,89400,200600,290000
70823111045,2019,91100,276100,367200
70823111053,2019,91100,281200,372300
70823111061,2019,91100,227900,319000
70823111079,2019,89000,209900,298900
70823111087,2019,89400,277000,366400
70823111136,2019,133800,277000,410800
70823112019,2019,89400,199000,288400
70823112027,2019,89400,211200,300600
70823112035,2019,89400,225500,314900
70823112043,2019,89400,196900,286300
70823112051,2019,89400,220700,310100
70823112069,2019,89400,195700,285100
70823112077,2019,89400,252400,341800
70823112085,2019,89400,217300,306700
70823112093,2019,89400,224400,313800
70823112100,2019,89400,263200,352600
70823112118,2019,89400,197100,286500
70823112126,2019,89000,270000,359000
70823112134,2019,89000,278800,367800
70823112142,2019,85500,300100,385600
70823112150,2019,80200,247100,327300
70823112168,2019,80200,266100,346300
70823112176,2019,80200,304800,385000
70823112184,2019,80200,313600,393800
70823112192,2019,80200,238000,318200
70823112209,2019,75500,185700,261200
70823112217,2019,80200,240300,320500
70823112225,2019,80200,210500,290700
70823112233,2019,80200,239400,319600
70823113017,2019,86600,278400,365000
70823113025,2019,89400,299500,388900
70823113033,2019,89400,231600,321000
70823113041,2019,89400,229500,318900
70823113059,2019,89400,205100,294500
70823113067,2019,89400,315000,404400
70823113075,2019,89400,240100,329500
70823113083,2019,89400,289700,379100
70823113091,2019,89400,294900,384300
70823113116,2019,89400,271600,361000
70823113124,2019,89000,239800,328800
70823113132,2019,89400,308500,397900
70823113140,2019,89400,234000,323400
70823113158,2019,89400,255900,345300
70823113166,2019,89400,225900,315300
70823113174,2019,89400,187000,276400
70823113182,2019,89400,183100,272500
70823113190,2019,89400,215700,305100
70823113207,2019,89400,222500,311900
70823113215,2019,89400,270000,359400
70823113223,2019,89400,240600,330000
70823113231,2019,89400,224400,313800
70823113249,2019,89400,271700,361100
70823113257,2019,92800,264100,356900
70823113265,2019,89400,236800,326200
